"","Approved.symbol","NCBI.Gene.ID","keggGene"
"20145","Tmem258b",686092,"rno:686092"
"20146","Ccdc13",686091,"rno:686091"
"20147","LOC686087",686087,"rno:686087"
"20148","LOC686084",686084,"rno:686084"
"20149","B3galt2",686081,"rno:686081"
"20150","LOC686079",686079,"rno:686079"
"20151","Gapt",686075,"rno:686075"
"20152","LOC686074",686074,"rno:686074"
"20153","LOC686073",686073,"rno:686073"
"20154","LOC686070",686070,"rno:686070"
"20155","Robld3-ps1",686067,"rno:686067"
"20156","LOC686066",686066,"rno:686066"
"20157","LOC686063",686063,"rno:686063"
"20158","LOC686062",686062,"rno:686062"
"20159","Ryr1",114207,"rno:114207"
"20160","Shoc1",686050,"rno:686050"
"20161","LOC686042",686042,"rno:686042"
"20162","LOC686039",686039,"rno:686039"
"20163","LOC686035",686035,"rno:686035"
"20164","Smlr1",686032,"rno:686032"
"20165","LOC686031",686031,"rno:686031"
"20166","LOC686030",686030,"rno:686030"
"20167","Rpl37a-ps2",686028,"rno:686028"
"20168","LOC686027",686027,"rno:686027"
"20169","LOC686026",686026,"rno:686026"
"20170","Cyp2c77-ps",686022,"rno:686022"
"20171","Casq1",686019,"rno:686019"
"20172","LOC686016",686016,"rno:686016"
"20173","LOC686015",686015,"rno:686015"
"20174","LOC686014",686014,"rno:686014"
"20175","LOC686013",686013,"rno:686013"
"20176","LOC686012",686012,"rno:686012"
"20177","Tnfrsf22",686008,"rno:686008"
"20178","LOC686007",686007,"rno:686007"
"20179","LOC686002",686002,"rno:686002"
"20180","Hspd1-ps10",686000,"rno:686000"
"20181","LOC684797",684797,"rno:684797"
"20182","LOC684792",684792,"rno:684792"
"20183","Plekha2",684785,"rno:684785"
"20184","LOC684773",684773,"rno:684773"
"20185","LOC684764",684764,"rno:684764"
"20186","LOC684762",684762,"rno:684762"
"20187","Zfpl1",684755,"rno:684755"
"20188","LOC684715",684715,"rno:684715"
"20189","LOC684709",684709,"rno:684709"
"20190","Capns1-ps1",683494,"rno:683494"
"20191","LOC683489",683489,"rno:683489"
"20192","Gas1",683470,"rno:683470"
"20193","LOC683469",683469,"rno:683469"
"20194","Lilrb3a",683463,"rno:683463"
"20195","Proser2",683460,"rno:683460"
"20196","LOC683456",683456,"rno:683456"
"20197","LOC683430",683430,"rno:683430"
"20198","LOC683422",683422,"rno:683422"
"20199","LOC683420",683420,"rno:683420"
"20200","Prss55",683415,"rno:683415"
"20201","Ankrd33",683410,"rno:683410"
"20202","LOC683408",683408,"rno:683408"
"20203","Rp1l1",683404,"rno:683404"
"20204","Ap3s2",683402,"rno:683402"
"20205","Cgas",682147,"rno:682147"
"20206","Ddx43",682138,"rno:682138"
"20207","Cyp2ab1",679979,"rno:679979"
"20208","Reep2",682105,"rno:682105"
"20209","LOC682102",682102,"rno:682102"
"20210","Efcab12",680899,"rno:680899"
"20211","Pabpc1-ps1",680895,"rno:680895"
"20212","Sf3b5",680891,"rno:680891"
"20213","LOC680885",680885,"rno:680885"
"20214","Lrtm2",680883,"rno:680883"
"20215","LOC680880",680880,"rno:680880"
"20216","LOC680875",680875,"rno:680875"
"20217","Rnf223",680874,"rno:680874"
"20218","LOC680873",680873,"rno:680873"
"20219","LOC680868",680868,"rno:680868"
"20220","Tmem191c",680867,"rno:680867"
"20221","Tmem45al",680866,"rno:680866"
"20222","Tex13b",680865,"rno:680865"
"20223","LOC680864",680864,"rno:680864"
"20224","Treml4",680862,"rno:680862"
"20225","LOC680861",680861,"rno:680861"
"20226","Eppk1",680860,"rno:680860"
"20227","Tmem40",680858,"rno:680858"
"20228","LOC680857",680857,"rno:680857"
"20229","LOC680851",680851,"rno:680851"
"20230","Dut-ps",680847,"rno:680847"
"20231","LOC680846",680846,"rno:680846"
"20232","Treml2",680844,"rno:680844"
"20233","RT1-M1-5",680842,"rno:680842"
"20234","LOC680841",680841,"rno:680841"
"20235","LOC680838",680838,"rno:680838"
"20236","LOC680837",680837,"rno:680837"
"20237","Cul7",680835,"rno:680835"
"20238","Fnd3c2",680833,"rno:680833"
"20239","LOC680827",680827,"rno:680827"
"20240","LOC680825",680825,"rno:680825"
"20241","LOC680824",680824,"rno:680824"
"20242","LOC680823",680823,"rno:680823"
"20243","LOC680819",680819,"rno:680819"
"20244","LOC680816",680816,"rno:680816"
"20245","LOC680814",680814,"rno:680814"
"20246","Cfap47",680813,"rno:680813"
"20247","Lsmem1",680810,"rno:680810"
"20248","LOC679598",679598,"rno:679598"
"20249","LOC679596",679596,"rno:679596"
"20250","LOC679594",679594,"rno:679594"
"20251","Vom2r43",679593,"rno:679593"
"20252","LOC679589",679589,"rno:679589"
"20253","LOC679586",679586,"rno:679586"
"20254","Ccdc27",679584,"rno:679584"
"20255","LOC679583",679583,"rno:679583"
"20256","LOC679582",679582,"rno:679582"
"20257","LOC679581",679581,"rno:679581"
"20258","Ldlrad4",679578,"rno:679578"
"20259","LOC679575",679575,"rno:679575"
"20260","LOC679574",679574,"rno:679574"
"20261","Romo1",679572,"rno:679572"
"20262","Hmg1l1",679571,"rno:679571"
"20263","Rpl37-ps1",679570,"rno:679570"
"20264","LOC679568",679568,"rno:679568"
"20265","Alkal2",679566,"rno:679566"
"20266","LOC679565",679565,"rno:679565"
"20267","Lypd6",679564,"rno:679564"
"20268","LOC679558",679558,"rno:679558"
"20269","Vom2r42",679557,"rno:679557"
"20270","LOC679555",679555,"rno:679555"
"20271","Pjvk",679552,"rno:679552"
"20272","Haus2",679550,"rno:679550"
"20273","Vom2r-ps65",679545,"rno:679545"
"20274","LOC679539",679539,"rno:679539"
"20275","Elovl1",679532,"rno:679532"
"20276","LOC679528",679528,"rno:679528"
"20277","Awat1",679520,"rno:679520"
"20278","LOC679519",679519,"rno:679519"
"20279","LOC679514",679514,"rno:679514"
"20280","Vrtn",679509,"rno:679509"
"20281","Nemp1",679504,"rno:679504"
"20282","Avgr1",654840,"rno:654840"
"20283","Slc6a17",613226,"rno:613226"
"20284","Defa11",613225,"rno:613225"
"20285","Defa10",613221,"rno:613221"
"20286","LOC502787",502787,"rno:502787"
"20287","LOC502786",502786,"rno:502786"
"20288","Vom1r-ps74",502780,"rno:502780"
"20289","LOC502765",502765,"rno:502765"
"20290","LOC502761",502761,"rno:502761"
"20291","Olr437",502758,"rno:502758"
"20292","LOC502752",502752,"rno:502752"
"20293","Wee2",502750,"rno:502750"
"20294","LOC502730",502730,"rno:502730"
"20295","Kmt2c",502710,"rno:502710"
"20296","LOC501491",501491,"rno:501491"
"20297","LOC501467",501467,"rno:501467"
"20298","LOC501456",501456,"rno:501456"
"20299","LOC501448",501448,"rno:501448"
"20300","LOC501445",501445,"rno:501445"
"20301","LOC501441",501441,"rno:501441"
"20302","LOC501421",501421,"rno:501421"
"20303","LOC501416",501416,"rno:501416"
"20304","LOC501406",501406,"rno:501406"
"20305","Cbx4",501403,"rno:501403"
"20306","LOC500198",500198,"rno:500198"
"20307","LOC500184",500184,"rno:500184"
"20308","Mmrn1",500152,"rno:500152"
"20309","LOC500149",500149,"rno:500149"
"20310","LOC500147",500147,"rno:500147"
"20311","Hoxa7",500126,"rno:500126"
"20312","LOC498874",498874,"rno:498874"
"20313","LOC498865",498865,"rno:498865"
"20314","Pcdhga12",498850,"rno:498850"
"20315","Pcdhga2",498846,"rno:498846"
"20316","Ankrd29",498823,"rno:498823"
"20317","LOC498816",498816,"rno:498816"
"20318","Prm3",442921,"rno:442921"
"20319","Rps15-ps2",414358,"rno:414358"
"20320","LOC367597",367597,"rno:367597"
"20321","LOC367572",367572,"rno:367572"
"20322","LOC367566",367566,"rno:367566"
"20323","LOC367563",367563,"rno:367563"
"20324","LOC367545",367545,"rno:367545"
"20325","LOC367516",367516,"rno:367516"
"20326","LOC367503",367503,"rno:367503"
"20327","Polr3k",366277,"rno:366277"
"20328","LOC366268",366268,"rno:366268"
"20329","LOC366260",366260,"rno:366260"
"20330","LOC366235",366235,"rno:366235"
"20331","LOC366223",366223,"rno:366223"
"20332","LOC366222",366222,"rno:366222"
"20333","LOC366215",366215,"rno:366215"
"20334","LOC366202",366202,"rno:366202"
"20335","LOC364998",364998,"rno:364998"
"20336","LOC364984",364984,"rno:364984"
"20337","LOC364956",364956,"rno:364956"
"20338","Ybx1-ps6",364954,"rno:364954"
"20339","LOC364928",364928,"rno:364928"
"20340","LOC364918",364918,"rno:364918"
"20341","LOC364908",364908,"rno:364908"
"20342","LOC364907",364907,"rno:364907"
"20343","LOC363679",363679,"rno:363679"
"20344","LOC363655",363655,"rno:363655"
"20345","LOC363652",363652,"rno:363652"
"20346","Polr2a",363633,"rno:363633"
"20347","LOC363622",363622,"rno:363622"
"20348","LOC362306",362306,"rno:362306"
"20349","Etaa1",316820,"rno:316820"
"20350","LOC315534",315534,"rno:315534"
"20351","LOC314258",314258,"rno:314258"
"20352","LOC311687",311687,"rno:311687"
"20353","Noct",310395,"rno:310395"
"20354","LOC310385",310385,"rno:310385"
"20355","Nnt",310378,"rno:310378"
"20356","Wdr11",309016,"rno:309016"
"20357","LOC307783",307783,"rno:307783"
"20358","LOC306476",306476,"rno:306476"
"20359","LOC306456",306456,"rno:306456"
"20360","LOC306444",306444,"rno:306444"
"20361","LOC305181",305181,"rno:305181"
"20362","Vom2r-ps113",305111,"rno:305111"
"20363","LOC302586",302586,"rno:302586"
"20364","LOC302574",302574,"rno:302574"
"20365","LOC302564",302564,"rno:302564"
"20366","Plp2",302562,"rno:302562"
"20367","Efhc1",301295,"rno:301295"
"20368","Unc5cl",301225,"rno:301225"
"20369","LOC299958",299958,"rno:299958"
"20370","Tbc1d31",299949,"rno:299949"
"20371","LOC299943",299943,"rno:299943"
"20372","LOC299934",299934,"rno:299934"
"20373","Rabggta-ps1",299922,"rno:299922"
"20374","Ext1",299907,"rno:299907"
"20375","Miip",298643,"rno:298643"
"20376","LOC298615",298615,"rno:298615"
"20377","Pramef5",298613,"rno:298613"
"20378","LOC298611",298611,"rno:298611"
"20379","Mrpl19",297372,"rno:297372"
"20380","LOC296027",296027,"rno:296027"
"20381","LOC294776",294776,"rno:294776"
"20382","Parp8",294762,"rno:294762"
"20383","LOC293458",293458,"rno:293458"
"20384","LOC292178",292178,"rno:292178"
"20385","Usp4",290864,"rno:290864"
"20386","LOC289517",289517,"rno:289517"
"20387","LOC288294",288294,"rno:288294"
"20388","Prkg1",54286,"rno:54286"
"20389","LOC691196",691196,"rno:691196"
"20390","Mrgprb3",691194,"rno:691194"
"20391","Elof1",691193,"rno:691193"
"20392","LOC691189",691189,"rno:691189"
"20393","LOC691186",691186,"rno:691186"
"20394","LOC691173",691173,"rno:691173"
"20395","Uevld",691172,"rno:691172"
"20396","Ulk3",691171,"rno:691171"
"20397","LOC691170",691170,"rno:691170"
"20398","Mrps17-ps1",691167,"rno:691167"
"20399","Peli1-ps1",691164,"rno:691164"
"20400","Hspd1-ps27",691163,"rno:691163"
"20401","LOC691162",691162,"rno:691162"
"20402","Sh2d6",691161,"rno:691161"
"20403","Pramef12",691157,"rno:691157"
"20404","Ccdc6",691155,"rno:691155"
"20405","Epop",691153,"rno:691153"
"20406","LOC691151",691151,"rno:691151"
"20407","Pramef20",691150,"rno:691150"
"20408","Capza1",691149,"rno:691149"
"20409","Immp1l",691145,"rno:691145"
"20410","LOC691144",691144,"rno:691144"
"20411","LOC691143",691143,"rno:691143"
"20412","LOC691141",691141,"rno:691141"
"20413","Pramef17",691139,"rno:691139"
"20414","Spx",691138,"rno:691138"
"20415","LOC691137",691137,"rno:691137"
"20416","LOC691135",691135,"rno:691135"
"20417","LOC691128",691128,"rno:691128"
"20418","Atp8b5p",691125,"rno:691125"
"20419","Tafa3",691123,"rno:691123"
"20420","Spaca4",691120,"rno:691120"
"20421","LOC691113",691113,"rno:691113"
"20422","LOC691110",691110,"rno:691110"
"20423","Fancg",691105,"rno:691105"
"20424","LOC691101",691101,"rno:691101"
"20425","LOC689899",689899,"rno:689899"
"20426","Crygs",689897,"rno:689897"
"20427","LOC689892",689892,"rno:689892"
"20428","Srsf1",689890,"rno:689890"
"20429","LOC689886",689886,"rno:689886"
"20430","Klrg2",689885,"rno:689885"
"20431","LOC689881",689881,"rno:689881"
"20432","Skint10",689876,"rno:689876"
"20433","LOC689874",689874,"rno:689874"
"20434","Tas2r140",689869,"rno:689869"
"20435","Msgn1",689864,"rno:689864"
"20436","Magea4",689858,"rno:689858"
"20437","L3mbtl4",689856,"rno:689856"
"20438","LOC689855",689855,"rno:689855"
"20439","LOC689854",689854,"rno:689854"
"20440","Clec2e",689853,"rno:689853"
"20441","Psmf1",689852,"rno:689852"
"20442","LOC689851",689851,"rno:689851"
"20443","LOC689849",689849,"rno:689849"
"20444","Maml2",689844,"rno:689844"
"20445","LOC689843",689843,"rno:689843"
"20446","LOC689841",689841,"rno:689841"
"20447","LOC689840",689840,"rno:689840"
"20448","LOC689838",689838,"rno:689838"
"20449","LOC689832",689832,"rno:689832"
"20450","LOC689831",689831,"rno:689831"
"20451","Anxa9",689830,"rno:689830"
"20452","Ncmap",689826,"rno:689826"
"20453","LOC689825",689825,"rno:689825"
"20454","Rad21l1",689823,"rno:689823"
"20455","Kmt5a",689820,"rno:689820"
"20456","Klrb1",689817,"rno:689817"
"20457","LOC689816",689816,"rno:689816"
"20458","Rps4x-ps3",689810,"rno:689810"
"20459","LOC689807",689807,"rno:689807"
"20460","LOC689803",689803,"rno:689803"
"20461","Skint1",689801,"rno:689801"
"20462","LOC689800",689800,"rno:689800"
"20463","Rundc3b",688590,"rno:688590"
"20464","LOC688584",688584,"rno:688584"
"20465","LOC688583",688583,"rno:688583"
"20466","Elmod2",688581,"rno:688581"
"20467","LOC688580",688580,"rno:688580"
"20468","LOC688577",688577,"rno:688577"
"20469","LOC688570",688570,"rno:688570"
"20470","LOC688562",688562,"rno:688562"
"20471","LOC688557",688557,"rno:688557"
"20472","Atg10",688555,"rno:688555"
"20473","LOC688553",688553,"rno:688553"
"20474","LOC688547",688547,"rno:688547"
"20475","LOC688546",688546,"rno:688546"
"20476","LOC688542",688542,"rno:688542"
"20477","LOC688541",688541,"rno:688541"
"20478","Mast3",688540,"rno:688540"
"20479","LOC688539",688539,"rno:688539"
"20480","Glyatl3",688536,"rno:688536"
"20481","Fxc1-ps1",688534,"rno:688534"
"20482","LOC688533",688533,"rno:688533"
"20483","LOC688530",688530,"rno:688530"
"20484","Vom2r-ps96",688529,"rno:688529"
"20485","LOC688526",688526,"rno:688526"
"20486","LOC688523",688523,"rno:688523"
"20487","Vom2r-ps95",688522,"rno:688522"
"20488","LOC688520",688520,"rno:688520"
"20489","Pabpc5",688518,"rno:688518"
"20490","Mmut",688517,"rno:688517"
"20491","LOC688516",688516,"rno:688516"
"20492","LOC688515",688515,"rno:688515"
"20493","Ripor3",688510,"rno:688510"
"20494","Eno1-ps1",688509,"rno:688509"
"20495","LOC688505",688505,"rno:688505"
"20496","LOC688504",688504,"rno:688504"
"20497","Prmt8",688502,"rno:688502"
"20498","LOC688501",688501,"rno:688501"
"20499","Timm50",687295,"rno:687295"
"20500","LOC687281",687281,"rno:687281"
"20501","Fpgs",687266,"rno:687266"
"20502","Vps37d",687208,"rno:687208"
"20503","Uroc1",685999,"rno:685999"
"20504","Lce1c",685998,"rno:685998"
"20505","LOC685995",685995,"rno:685995"
"20506","LOC685992",685992,"rno:685992"
"20507","LOC685989",685989,"rno:685989"
"20508","LOC685984",685984,"rno:685984"
"20509","Lce1d",685981,"rno:685981"
"20510","LOC685979",685979,"rno:685979"
"20511","LOC685976",685976,"rno:685976"
"20512","LOC685971",685971,"rno:685971"
"20513","LOC685964",685964,"rno:685964"
"20514","LOC685963",685963,"rno:685963"
"20515","Sirpb2l1",685961,"rno:685961"
"20516","Ccl26",685958,"rno:685958"
"20517","LOC685956",685956,"rno:685956"
"20518","LOC685950",685950,"rno:685950"
"20519","LOC685946",685946,"rno:685946"
"20520","Vom1r104",685945,"rno:685945"
"20521","LOC685943",685943,"rno:685943"
"20522","Samd3",685940,"rno:685940"
"20523","Pfn3",685936,"rno:685936"
"20524","LOC685935",685935,"rno:685935"
"20525","LOC685933",685933,"rno:685933"
"20526","Zc3h10",685928,"rno:685928"
"20527","Rsl1",685925,"rno:685925"
"20528","LOC685914",685914,"rno:685914"
"20529","Sprr1b",685912,"rno:685912"
"20530","Snrpc-ps1",685911,"rno:685911"
"20531","H2afv",685909,"rno:685909"
"20532","LOC685907",685907,"rno:685907"
"20533","Srrm3",685890,"rno:685890"
"20534","LOC685902",685902,"rno:685902"
"20535","Enthd1",685900,"rno:685900"
"20536","LOC684683",684683,"rno:684683"
"20537","Hist1h1c",684681,"rno:684681"
"20538","LOC684667",684667,"rno:684667"
"20539","LOC684627",684627,"rno:684627"
"20540","Gpr52",684623,"rno:684623"
"20541","LOC684616",684616,"rno:684616"
"20542","LOC684602",684602,"rno:684602"
"20543","Sin3b",683381,"rno:683381"
"20544","LOC683372",683372,"rno:683372"
"20545","LOC683346",683346,"rno:683346"
"20546","LOC683313",683313,"rno:683313"
"20547","Taf4",682097,"rno:682097"
"20548","Mnx1",682076,"rno:682076"
"20549","LOC682062",682062,"rno:682062"
"20550","Nom1",682058,"rno:682058"
"20551","LOC682055",682055,"rno:682055"
"20552","LOC682054",682054,"rno:682054"
"20553","LOC682046",682046,"rno:682046"
"20554","LOC682042",682042,"rno:682042"
"20555","Ppp2r3b",682033,"rno:682033"
"20556","LOC682032",682032,"rno:682032"
"20557","MGC93861",682010,"rno:682010"
"20558","Tmem247",682006,"rno:682006"
"20559","Ccdc166",680799,"rno:680799"
"20560","LOC680798",680798,"rno:680798"
"20561","LOC680797",680797,"rno:680797"
"20562","Timm8a2",680794,"rno:680794"
"20563","LOC680788",680788,"rno:680788"
"20564","LOC680786",680786,"rno:680786"
"20565","LOC680784",680784,"rno:680784"
"20566","Spcs3",680782,"rno:680782"
"20567","LOC680781",680781,"rno:680781"
"20568","Snrpg-ps1",680779,"rno:680779"
"20569","Rtl4",680778,"rno:680778"
"20570","LOC680775",680775,"rno:680775"
"20571","LOC680772",680772,"rno:680772"
"20572","Skida1",680770,"rno:680770"
"20573","LOC680768",680768,"rno:680768"
"20574","LOC680766",680766,"rno:680766"
"20575","LOC680760",680760,"rno:680760"
"20576","LOC680755",680755,"rno:680755"
"20577","Obp2a",680754,"rno:680754"
"20578","Ccdc74a",680752,"rno:680752"
"20579","Ebf4",680751,"rno:680751"
"20580","LOC680749",680749,"rno:680749"
"20581","Mrpl20",680747,"rno:680747"
"20582","Hspd1-ps14",680746,"rno:680746"
"20583","LOC680741",680741,"rno:680741"
"20584","Snrpf",680737,"rno:680737"
"20585","LOC680735",680735,"rno:680735"
"20586","Ankrd65",680734,"rno:680734"
"20587","LOC680729",680729,"rno:680729"
"20588","Casp16",680728,"rno:680728"
"20589","LOC680727",680727,"rno:680727"
"20590","Rbms3",680726,"rno:680726"
"20591","LOC680725",680725,"rno:680725"
"20592","LOC680724",680724,"rno:680724"
"20593","Tmem88b",680723,"rno:680723"
"20594","Cts8",680718,"rno:680718"
"20595","Zfp703",680717,"rno:680717"
"20596","Scx",680712,"rno:680712"
"20597","Nxpe5",680711,"rno:680711"
"20598","Krtap16-5",680703,"rno:680703"
"20599","Ripply1",680702,"rno:680702"
"20600","LOC680700",680700,"rno:680700"
"20601","LOC679492",679492,"rno:679492"
"20602","LOC679491",679491,"rno:679491"
"20603","LOC679482",679482,"rno:679482"
"20604","Tspan15",679462,"rno:679462"
"20605","LOC502692",502692,"rno:502692"
"20606","LOC502691",502691,"rno:502691"
"20607","LOC502676",502676,"rno:502676"
"20608","Dstn",502674,"rno:502674"
"20609","Serf2",502663,"rno:502663"
"20610","LOC502660",502660,"rno:502660"
"20611","LOC502653",502653,"rno:502653"
"20612","LOC502650",502650,"rno:502650"
"20613","LOC502637",502637,"rno:502637"
"20614","LOC502627",502627,"rno:502627"
"20615","LOC502624",502624,"rno:502624"
"20616","LOC502623",502623,"rno:502623"
"20617","LOC502622",502622,"rno:502622"
"20618","LOC502621",502621,"rno:502621"
"20619","LOC502620",502620,"rno:502620"
"20620","LOC502619",502619,"rno:502619"
"20621","LOC501391",501391,"rno:501391"
"20622","LOC501389",501389,"rno:501389"
"20623","LOC501349",501349,"rno:501349"
"20624","LOC501346",501346,"rno:501346"
"20625","LOC501335",501335,"rno:501335"
"20626","LOC501326",501326,"rno:501326"
"20627","LOC501317",501317,"rno:501317"
"20628","LOC500081",500081,"rno:500081"
"20629","LOC500075",500075,"rno:500075"
"20630","Strip2",500066,"rno:500066"
"20631","LOC500044",500044,"rno:500044"
"20632","Bmt2",500034,"rno:500034"
"20633","LOC500021",500021,"rno:500021"
"20634","LOC500013",500013,"rno:500013"
"20635","LOC500007",500007,"rno:500007"
"20636","LOC498750",498750,"rno:498750"
"20637","Tubb2a",498736,"rno:498736"
"20638","LOC498711",498711,"rno:498711"
"20639","LOC493584",493584,"rno:493584"
"20640","Thbs1",445442,"rno:445442"
"20641","Olr1210-ps",442857,"rno:442857"
"20642","Olr1281-ps",442856,"rno:442856"
"20643","Rnf5",407784,"rno:407784"
"20644","Stk19-ps",407783,"rno:407783"
"20645","Btnl6-ps1",407782,"rno:407782"
"20646","Vom2r78",367480,"rno:367480"
"20647","LOC367454",367454,"rno:367454"
"20648","LOC367447",367447,"rno:367447"
"20649","LOC367446",367446,"rno:367446"
"20650","LOC367430",367430,"rno:367430"
"20651","Pla2g12b",367415,"rno:367415"
"20652","LOC366199",366199,"rno:366199"
"20653","LOC366187",366187,"rno:366187"
"20654","LOC366186",366186,"rno:366186"
"20655","LOC366180",366180,"rno:366180"
"20656","LOC366168",366168,"rno:366168"
"20657","LOC366150",366150,"rno:366150"
"20658","LOC366145",366145,"rno:366145"
"20659","LOC366141",366141,"rno:366141"
"20660","LOC366131",366131,"rno:366131"
"20661","LOC366130",366130,"rno:366130"
"20662","LOC364897",364897,"rno:364897"
"20663","LOC364882",364882,"rno:364882"
"20664","LOC364874",364874,"rno:364874"
"20665","LOC364872",364872,"rno:364872"
"20666","LOC364860",364860,"rno:364860"
"20667","Plac8l1",364853,"rno:364853"
"20668","LOC364851",364851,"rno:364851"
"20669","Pcdhgb7",364844,"rno:364844"
"20670","LOC364842",364842,"rno:364842"
"20671","LOC364832",364832,"rno:364832"
"20672","LOC364817",364817,"rno:364817"
"20673","LOC364811",364811,"rno:364811"
"20674","LOC364806",364806,"rno:364806"
"20675","LOC364803",364803,"rno:364803"
"20676","LOC363569",363569,"rno:363569"
"20677","LOC363567",363567,"rno:363567"
"20678","LOC363565",363565,"rno:363565"
"20679","LOC363543",363543,"rno:363543"
"20680","LOC363527",363527,"rno:363527"
"20681","Taz",363521,"rno:363521"
"20682","LOC363500",363500,"rno:363500"
"20683","Lpin3",362261,"rno:362261"
"20684","LOC360998",360998,"rno:360998"
"20685","Abcg3l4",360997,"rno:360997"
"20686","Atp10d",360932,"rno:360932"
"20687","Brcc3",316794,"rno:316794"
"20688","LOC315493",315493,"rno:315493"
"20689","Cyp51a1-ps1",314154,"rno:314154"
"20690","LOC314123",314123,"rno:314123"
"20691","Pax1",311505,"rno:311505"
"20692","Hspd1-ps5",308950,"rno:308950"
"20693","LOC307650",307650,"rno:307650"
"20694","Vpreb1",303782,"rno:303782"
"20695","Mrpl12",303746,"rno:303746"
"20696","Tbc1d16",303734,"rno:303734"
"20697","Cbx2",303730,"rno:303730"
"20698","Rap2c",302495,"rno:302495"
"20699","Slitrk4",302473,"rno:302473"
"20700","LOC302439",302439,"rno:302439"
"20701","Vom2r76",301154,"rno:301154"
"20702","Vom2r79",301137,"rno:301137"
"20703","Tnfsf14",301133,"rno:301133"
"20704","Cd70",301132,"rno:301132"
"20705","Tnfaip8l1",301131,"rno:301131"
"20706","Dpp9",301130,"rno:301130"
"20707","Kdm4b",301128,"rno:301128"
"20708","Safb2",301126,"rno:301126"
"20709","Micos13",301124,"rno:301124"
"20710","Rfx2",301121,"rno:301121"
"20711","Acsbg2",301120,"rno:301120"
"20712","Mllt1",301119,"rno:301119"
"20713","Acer1",301118,"rno:301118"
"20714","Clpp",301117,"rno:301117"
"20715","Slc25a41",301114,"rno:301114"
"20716","Slc25a23",301113,"rno:301113"
"20717","Atp23",299828,"rno:299828"
"20718","Tbk1",299827,"rno:299827"
"20719","Cct7-ps2",298519,"rno:298519"
"20720","Mycl",298506,"rno:298506"
"20721","LOC294660",294660,"rno:294660"
"20722","LOC294635",294635,"rno:294635"
"20723","LOC290779",290779,"rno:290779"
"20724","LOC290761",290761,"rno:290761"
"20725","LOC290721",290721,"rno:290721"
"20726","Glmn",289437,"rno:289437"
"20727","Hoxd3",288152,"rno:288152"
"20728","LOC288130",288130,"rno:288130"
"20729","LOC288125",288125,"rno:288125"
"20730","Cad",24240,"rno:24240"
"20731","Rhox2",363439,"rno:363439"
"20732","Tex19.2",691099,"rno:691099"
"20733","Tpgs1",691093,"rno:691093"
"20734","Ncr3lg1",691092,"rno:691092"
"20735","LOC691091",691091,"rno:691091"
"20736","LOC691090",691090,"rno:691090"
"20737","Nlrp4f",691086,"rno:691086"
"20738","LOC691083",691083,"rno:691083"
"20739","Mrpl10",691075,"rno:691075"
"20740","LOC691074",691074,"rno:691074"
"20741","LOC691073",691073,"rno:691073"
"20742","Pkd1l2",691069,"rno:691069"
"20743","Tm4sf20",691066,"rno:691066"
"20744","LOC691064",691064,"rno:691064"
"20745","LOC691060",691060,"rno:691060"
"20746","Lmtk3",691056,"rno:691056"
"20747","Pramef27",691051,"rno:691051"
"20748","LOC691044",691044,"rno:691044"
"20749","Mamstr",691041,"rno:691041"
"20750","Sbf2",691042,"rno:691042"
"20751","LOC691033",691033,"rno:691033"
"20752","LOC691030",691030,"rno:691030"
"20753","Aspscr1",691026,"rno:691026"
"20754","Fam219a",691024,"rno:691024"
"20755","LOC691020",691020,"rno:691020"
"20756","Hsd17b14",691018,"rno:691018"
"20757","Ybx1-ps7",691016,"rno:691016"
"20758","LOC691015",691015,"rno:691015"
"20759","Dppa3l1",691014,"rno:691014"
"20760","LOC691006",691006,"rno:691006"
"20761","LOC691004",691004,"rno:691004"
"20762","Dhdh",691002,"rno:691002"
"20763","Ndufa3",691001,"rno:691001"
"20764","LOC691000",691000,"rno:691000"
"20765","LOC689798",689798,"rno:689798"
"20766","LOC689795",689795,"rno:689795"
"20767","Skint8",689792,"rno:689792"
"20768","LOC689791",689791,"rno:689791"
"20769","Clec2dl1",689790,"rno:689790"
"20770","Prdm5",689788,"rno:689788"
"20771","LOC689783",689783,"rno:689783"
"20772","LOC689782",689782,"rno:689782"
"20773","LOC689773",689773,"rno:689773"
"20774","LOC689770",689770,"rno:689770"
"20775","LOC689766",689766,"rno:689766"
"20776","B3glct",689765,"rno:689765"
"20777","LOC689764",689764,"rno:689764"
"20778","LOC689760",689760,"rno:689760"
"20779","LOC689758",689758,"rno:689758"
"20780","LOC689757",689757,"rno:689757"
"20781","Tnip3",689756,"rno:689756"
"20782","Ccdc167",689755,"rno:689755"
"20783","Ces3a",689754,"rno:689754"
"20784","Tmem213",689748,"rno:689748"
"20785","Ttll11",689746,"rno:689746"
"20786","LOC689739",689739,"rno:689739"
"20787","LOC689730",689730,"rno:689730"
"20788","Hmgb1-ps3",689729,"rno:689729"
"20789","LOC689728",689728,"rno:689728"
"20790","LOC689725",689725,"rno:689725"
"20791","LOC689724",689724,"rno:689724"
"20792","Rnf212",689721,"rno:689721"
"20793","LOC689719",689719,"rno:689719"
"20794","Cpo",689717,"rno:689717"
"20795","LOC689716",689716,"rno:689716"
"20796","LOC689713",689713,"rno:689713"
"20797","Tmed11",689712,"rno:689712"
"20798","Rflna",689711,"rno:689711"
"20799","Frmd1",689709,"rno:689709"
"20800","LOC689705",689705,"rno:689705"
